Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
suspicion_aunt_uncle_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you</span> suspected<span style=""font-weight: normal;""> your</span> aunt(s) / uncle(s)<span style=""font-weight: normal;""> experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_aunt]='2' or [suspicion_yn_psychosis_aunt]='3') and [whichrelatives_psychosis(8)]='1',y,,,,,
suspicion_cousin_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> your </span>cousin(s)<span style=""font-weight: normal;""> experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_cousin]='2' or [suspicion_yn_psychosis_cousin]='3') and [whichrelatives_psychosis(9)]='1',y,,,,,
suspicion_others_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you </span>suspected<span style=""font-weight: normal;""> that this relative experienced hallucinations or delusions, what </span>specific behaviors<span style=""font-weight: normal;""> made you concerned?</span></p></div>","1, Seeing things others could not see|2, Believing that others were out to get them|3, Believing that they are irrationally special or important|4, Thinking that they had special powers of some kind that normal people can't have|5, Hearing voices or sounds that others could not hear|6, Expressing strong beliefs that were unrealistic or irrational|7, Displaying absence of emotion (or intense or inappropriate emotions)|8, Withdrawing from social interactions or relationships|9, Feeling, tasting, or smelling things other could not|10, Talking in ways that were disorganized or did not make sense|11, Behaving bizarrely like dressing inappropriately for the weather, not maintaining hygiene, or holding their body in strange postures,|12, Other",,,,,,([suspicion_yn_psychosis_other]='2' or [suspicion_yn_psychosis_other]='3') and [whichrelatives_psychosis(10)]='1',y,,,,,
diagnose_psychosis_father,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>father<span style=""font-weight: normal;""> was </span><span style=""background-color: var(--bs-body-bg); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; text-align: var(--bs-body-text-align);"">diagnosed </span><span style=""background-color: var(--bs-body-bg); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">by a healthca</span><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; background-color: var(--bs-body-bg);"">re professional</span><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-weight: normal; background-color: var(--bs-body-bg);"">, what was the </span><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; background-color: var(--bs-body-bg);"">diagnosis</span><span style=""font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-weight: normal; background-color: var(--bs-body-bg);"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_dad]='1' and [whichrelatives_psychosis(1)]='1',y,,,,,
diagnose_psychosis_mother,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>mother<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_mom]='1' and [whichrelatives_psychosis(2)]='1',y,,,,,
diagnose_psychosis_twin,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>twin<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_twin]='1' and [whichrelatives_psychosis(3)]='1',y,,,,,
diagnose_psychosis_sibling,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your</span> sibling(s)<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_sib]='1' and [whichrelatives_psychosis(4)]='1',y,,,,,
diagnose_psychosis_son,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>son<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_son]='1' and [whichrelatives_psychosis(5)]='1',y,,,,,
diagnose_psychosis_daughter,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>daughter <span style=""font-weight: normal;"">was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.</span><span style=""font-weight: normal;"">)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_daughter]='1' and [whichrelatives_psychosis(6)]='1',y,,,,,
diagnose_psychosis_grandp,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>grandparent(s)<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_grandp]='1' and [whichrelatives_psychosis(7)]='1',y,,,,,
diagnose_psychosis_auntuncle,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>aunt(s) / uncle(s) <span style=""font-weight: normal;"">was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_aunt]='1' and [whichrelatives_psychosis(8)]='1',y,,,,,
diagnose_psychosis_cousin,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If your </span>cousin(s)<span style=""font-weight: normal;""> was </span>diagnosed by a healthcare professional<span style=""font-weight: normal;"">, what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses</span><span style=""font-weight: normal;"">.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_cousin]='1' and [whichrelatives_psychosis(9)]='1',y,,,,,
diagnose_psychosis_other,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If this blood-related relative was </span>diagnosed by a healthcare professional,<span style=""font-weight: normal;""> what was the </span>diagnosis<span style=""font-weight: normal;"">? (Please list all relevant diagnoses.)</span></p></div>","1, Schizophrenia|2, Schizoaffective disorder|3, Bipolar disorder with psychotic features|4, Depression with psychotic features|5, Delusional Disorder|6, Brief Psychotic Disorder|7, Substance-Induced Psychotic Disorder|8, Psychotic Disorder Due to a Medical Condition|9, Psychosis NOS (Not Otherwise Specified)",,,,,,[suspicion_yn_psychosis_other]='1' and [whichrelatives_psychosis(10)]='1',y,,,,,
